epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,4040.57,1.09551,0.70591,1.10246,0.91865,0.70548,0.78915,0.58743,0.86361,0.5473,0.9537,0.000262402,0.000262402,0.000262402
29,4199.17,1.11669,0.72387,1.1186,0.89339,0.72775,0.79211,0.57995,0.9173,0.53903,0.9573,0.000243787,0.000243787,0.000243787
30,4346.13,1.09718,0.70465,1.10024,0.90791,0.70417,0.79233,0.58443,0.88965,0.54881,0.95552,0.000225395,0.000225395,0.000225395
31,4480.8,1.07452,0.68918,1.09185,0.93112,0.69908,0.78731,0.58447,0.87075,0.53906,0.95755,0.000207297,0.000207297,0.000207297
32,4599.25,1.08069,0.69612,1.10014,0.91921,0.70575,0.78479,0.57858,0.89619,0.54336,0.96025,0.000189565,0.000189565,0.000189565
33,4767.7,1.07141,0.68459,1.09953,0.91041,0.7096,0.7897,0.59396,0.83247,0.53111,0.94532,0.000172268,0.000172268,0.000172268
34,4889,1.07296,0.68079,1.09663,0.91957,0.70842,0.78339,0.59665,0.80952,0.51113,0.93914,0.000155476,0.000155476,0.000155476
35,5028.89,1.0622,0.66952,1.09066,0.91974,0.71909,0.79349,0.60071,0.81899,0.5237,0.94262,0.000139254,0.000139254,0.000139254
36,5153.5,1.06564,0.66959,1.08356,0.92419,0.70294,0.78555,0.59676,0.82917,0.52464,0.94042,0.000123667,0.000123667,0.000123667
37,5370.85,1.0808,0.6889,1.09758,0.92151,0.71277,0.78782,0.58743,0.87275,0.5257,0.95369,0.000108775,0.000108775,0.000108775
38,5498.53,1.06128,0.67664,1.08309,0.92973,0.7073,0.79004,0.59494,0.85719,0.51583,0.94521,9.46384e-05,9.46384e-05,9.46384e-05
39,5633.68,1.05371,0.66108,1.0896,0.90703,0.71766,0.79166,0.59105,0.87148,0.52201,0.95097,8.1312e-05,8.1312e-05,8.1312e-05
40,5758.22,1.04404,0.65099,1.08483,0.93404,0.70241,0.79196,0.59427,0.8549,0.51985,0.94331,6.88487e-05,6.88487e-05,6.88487e-05
41,5910.46,0.87671,0.47024,1.00416,0.91035,0.71304,0.79013,0.59362,0.82501,0.51783,0.94153,5.72976e-05,5.72976e-05,5.72976e-05
42,6020.2,0.86633,0.46233,1.00613,0.91725,0.70208,0.78928,0.60012,0.80406,0.50742,0.93847,4.67044e-05,4.67044e-05,4.67044e-05
43,6116.05,0.85549,0.45596,0.9902,0.91949,0.70384,0.79153,0.59569,0.82427,0.50869,0.94272,3.71108e-05,3.71108e-05,3.71108e-05
44,6211.17,0.86396,0.45726,0.99813,0.92121,0.70021,0.7871,0.597,0.81936,0.50149,0.93915,2.85547e-05,2.85547e-05,2.85547e-05
45,6300.92,0.86175,0.45162,0.98963,0.92317,0.70428,0.7922,0.59643,0.82876,0.50235,0.94085,2.10699e-05,2.10699e-05,2.10699e-05
46,6429,0.85027,0.44502,0.98553,0.93486,0.69987,0.79081,0.59707,0.83429,0.50348,0.94237,1.4686e-05,1.4686e-05,1.4686e-05
47,6604.35,0.85155,0.44727,0.98159,0.93221,0.70211,0.79035,0.60015,0.81804,0.50324,0.94154,9.428e-06,9.428e-06,9.428e-06
48,6699.84,0.84515,0.44359,0.99193,0.9319,0.69958,0.79109,0.59862,0.82399,0.50511,0.94137,5.3168e-06,5.3168e-06,5.3168e-06
49,6793.7,0.82955,0.43751,0.97886,0.94309,0.69641,0.79001,0.59857,0.82226,0.50414,0.94097,2.36858e-06,2.36858e-06,2.36858e-06
50,6913.66,0.84712,0.45273,0.9932,0.93357,0.70036,0.78972,0.59671,0.83382,0.51032,0.94586,5.94979e-07,5.94979e-07,5.94979e-07
